Olay numarası,Lokasyon,Olay Tarihi,Olay Saati,Olay Tipi,Olay Grubu,Olay Alt Grubu,Saha,Olayın Kısa Açıklaması,OSAR Aşaması,Sorumlu Kişi,Seviye,Araştırmanın Tamamlanma Durumu,Olay Araştırma Kalan Gün sayısı,Döf Numarası,PE Seviye
1000308,12500 ATIK SU ARITMA ÜNİTESİ,11.05.2016,09:00:00,Kazaya ramak kala,İSG,Yangın/patlama tehlikesi; Doğru ekipman kullanmama/uyg.sz kullanma,ASA Ünitesi sahaları,İzolasyon balonlar,Olay tamamlandı,,,Zamanında tamamlandı,0,8070,
1000312,BAK.MÜD./BAKIM MÜDÜRLÜĞÜ,11.05.2016,09:30:00,Güvenlik izleme,İSG,Prosedürler/standartlar bilinmiyor,Bakım müdürlüğü önü,emniyetsiz durum ve talimatlara uymama,Olay tamamlandı,,,Geçersiz,0,,
1000335,İZMİR RAFİNERİSİ,12.05.2016,14:13:00,Kazaya ramak kala,İSG,Dikkat dağıtıcı hareketler yapma,2500Y yeni su tasfiye ünitesi,2500 yeni su tasfiye sahası taş motoru ile uygunsuz çalışma,Olay tamamlandı,,,Geçersiz,0,7669,
1000338,909 TURBO GENERATÖRLER ÜNİTESİ,11.05.2016,08:30:00,Kazaya ramak kala,İSG,"Prosedürler, standartlar/eğitim; Prosedür/standart mevcut değil/yetersiz; Çalışanın mesleki yeterlilik eğitimi yk",TG4,PSV çıkısı conta,Olay tamamlandı,,,Geçersiz,0,,
1000344,RAFİNERİ GÜVENLİK MÜDÜRLÜĞÜ,11.05.2016,14:00:00,Olay,ISG,ISG-TTD (Tıbbi tedavi durumu),Güvenlik Müdürlüğü binası çay ocağı,Parmak Kesilmesi,Olay tamamlandı,,,Geçersiz,0,,
1000345,3000 TANK SAHASI,13.05.2016,09:00:00,Güvenlik izleme,İSG,Belirlenmş bölgeler dışında sigara içme,Pet.Hrk.Ünt. TK-9901 Dike içi,Sigara içme,Olay tamamlandı,,ZIM_LEVEL_04,Geçersiz,0,7551,Seviye 4
1000347,904 FUEL OIL SERVİSİ,13.05.2016,09:25:00,Güvenlik izleme,İSG,KKD kullanmama.,904 F. oıl tankları,904 f.oil tank bakım çalışması,Olay tamamlandı,,,Geçersiz,0,,
1000349,2500 E/C/Y SOĞUTMA KULELERİ,13.05.2016,09:40:00,Güvenlik izleme,İSG,KKD kullanmama.,2500Y yeni su tasfiye montaj alanı,2500Y yeni su tasfiye ünitesi,Olay tamamlandı,,,Geçersiz,0,,
1000359,7000  OF SAYT VE BATTERY LİMİT,12.05.2016,22:30:00,Olay,ISG,ISG-Küçük müdahale,u-7000 bort,seyyar iskeleden inerken bacagını çarpma,Olay tamamlandı,,,Geçersiz,0,,
1000364,3000 TANK SAHASI,12.04.2016,19:00:00,Olay,PE,PE-Kaçak/döküntü,Petrol Hareketleri Ünitesi bord binası ile 2350 pompa sahası arasında,Akaryakıt Üniteleri draın gider kanalı tıkanıklığı,Olay tamamlandı,,ZIM_LEVEL_03,Geçersiz,0,,Seviye 3
1000366,200R BENZİN KÜK. GİDER/KATALTİK REFORMER,6.04.2016,15:30:00,Kazaya ramak kala,Proses emniyeti,Çalışan ekipmana müdahale etme.,D-232-Y Dreyni,D-232-Y Dreyninde ucuz atlatma,Olay tamamlandı,,ZIM_LEVEL_03,Geçersiz,0,,Seviye 3
1000367,KARA DOLUM,13.04.2016,10:30:00,Olay,PE,PE-Kaçak/döküntü,72 DC 055 plakalı Hürgaz Şirketine ait Lpg tankeri,LPG Tankerinde dolum esnasında kaçak,Olay tamamlandı,,ZIM_LEVEL_03,Geçersiz,0,,Seviye 3
1000380,"8000 BORD, OF SAYT VE BATERİ LİMİT",2.05.2016,00:00:00,Olay,IG,İG-Ürün kalitesi sorunu,Tk-8001,Tk-4001'e fazla hvgo transferi sonucu ccr değerinin yüksek gelmesi,Olay tamamlandı,,,Gecikmeli tamamlandı,-234,9597,
1000379,3000 TANK SAHASI,16.05.2016,00:00:00,Olay,IG,İG-Ürün kalitesi sorunu,PHÜ,SIY şarjı,Olay tamamlandı,,,Zamanında tamamlandı,30,8412,
1000384,9700 KÜKÜRT GERİ KAZANIM ÜNİTESİ,17.05.2016,09:30:00,Güvenlik izleme,İSG,"Tertip, düzen; Düşme tehlikesi(Açık kablo kanalları,.); Yasal gerekliliğe uygunsuzluk; Yüksekte çalışırken KKD; Yüksekte emniyetsiz çalışma.; İTA standardının uygulanması ihlalleri; Kaldırma araçlarının uygunsuz kullanımı; Prosedürler/standartlar bilinmiy",Kükürt siloları,İş makinası sepetinde Emniyetsiz çalışma,Olay tamamlandı,,,Geçersiz,0,,
1000388,400 DİZEL KÜKÜRT GİDERME ÜNİTESİ,15.04.2016,19:10:00,Kazaya ramak kala,İSG,Yangın/patlama tehlikesi,H-401 Fırını,H-401'de ani sıcaklık Yükselmesi,Olay tamamlandı,,ZIM_LEVEL_03,Zamanında tamamlandı,30,7623,Seviye 3
1000391,9800 KİRLİ SU SIYIRMA ÜNİTESİ,18.04.2016,13:45:00,Olay,"PE, IG",PE-Kaçak/döküntü; İG-Tekrarlayan ekipman arızaları,D-9802 giriş hattı,D-9802 giriş hattında H2S kaçağı,Olay tamamlandı,,ZIM_LEVEL_03,Gecikmeli tamamlandı,-60,8012,Seviye 3
1000396,8200 HYDROCRACKER REAKTÖR ÜNİTESİ,21.01.2016,01:35:00,Olay,"PE, IG",PE-Kaçak/döküntü; İG-Tekrarlayan ekipman arızaları,82FT006,"U-8200, 82FT006'da H2S kaçağı",Olay tamamlandı,,ZIM_LEVEL_03,Geçersiz,0,,Seviye 3
1000398,İZMİR RAFİNERİSİ,17.05.2016,13:45:00,Kazaya ramak kala,İSG,Trafik kuralı ihlali,rafineri iç kapısı ile dış kapısı arasındaki yolda ( banka kavşağında ),Rafineri İç Kapı - Dış Kapı Arası Yolda Trafik Kazasına Ramak Kala,Olay tamamlandı,,,Geçersiz,0,7690,
1000408,9600 ISOMERİZASYON ÜNİTESİ,16.05.2016,15:00:00,Olay,ISG,ISG-Kayıp zamansız kaza,,Steam Hortumunun Kelepçesinin Atmasıyla Yaşanan İş Kazası,Olay tamamlandı,,,Zamanında tamamlandı,24,7424,
1000412,1200 PROPANLA ASFALT AYIRMA ÜNİTESİ,9.02.2016,15:00:00,Olay,ISG,ISG-Kayıp zamansız kaza,,(2016-0246) BYK - Müteahhit Personeli Ayak Yanması,Olay tamamlandı,,,Zamanında tamamlandı,28,,
1000418,3000 TANK SAHASI,18.03.2016,18:35:00,Olay,ISG,ISG-Kayıp zamansız kaza,3033 tankı,(2016 - 0433) PHÜ Ayak Burkulması Sonucu Yaşanan Zaman Kayıpsız İş Kazası,Olay tamamlandı,,,Zamanında tamamlandı,30,,
1000419,1100 VAKUM DESTİLASYON ÜNİTESİ,7.01.2016,14:45:00,Olay,ISG,ISG-TTD (Tıbbi tedavi durumu),BYK U1100 Ünitesi E-1108 Eşanjörü arkası,(2016 - 0034) İskele Firması Personelinin Yaşadığı Küçük Müdahale,Olay tamamlandı,,,Zamanında tamamlandı,30,,
1000421,SOSYAL TESİS VE LOJMANLAR,7.01.2016,18:40:00,Olay,ISG,ISG-TTD (Tıbbi tedavi durumu),Yemekhane,(2016-0038) Yemekhane Personelinin Yaşadığı Küçük Müdahale,Olay tamamlandı,,,Geçersiz,0,,
1000494,904 FUEL OIL SERVİSİ,21.05.2016,09:47:00,Olay,"PE, ISG, IG",PE-Kaçak/döküntü; ISG-Kayıp zamansız kaza; İG-Start-up arızaları; İG-İhtiyaç anında oluşan IPF tripler,"U-904, U-906",Pt-10G tribi ardından K-5 kazanının trip etmesi,Olay tamamlandı,,ZIM_LEVEL_03,Zamanında tamamlandı,28,9628,Seviye 3
1000512,2700 OF SITE,21.05.2016,15:00:00,Olay,ISG,ISG-TTD (Tıbbi tedavi durumu),U-1900 tankları arkası ile U-asa arası yol,BORU KANALINA ARAÇ DÜŞMESİ,Olay tamamlandı,,,Geçersiz,0,,
1000517,PH 2200 BENZİN SATIŞ VE TRANSFER POMPALA,5.05.2016,18:00:00,Olay,"PE, IG",PE-Kaçak/döküntü; İG-Tekrarlayan ekipman arızaları,P-2203 arkası “S “ hattında (16” benzin),P-2203 arkası “S “ hattında (16” benzin )  kaçağı,Olay tamamlandı,,ZIM_LEVEL_03,Geçersiz,0,,Seviye 3
1000539,2500 E/C/Y SOĞUTMA KULELERİ,23.05.2016,09:40:00,Olay,ISG,ISG-Kayıp zamanlı kaza,2500Y ünitesi yeni trafo binası arkası boru hat montaj çalışması,2500Y yeni su tasfiye ünitesi,Olay tamamlandı,,,Geçersiz,0,,
1000575,2700 OF SITE,23.05.2016,16:05:00,Güvenlik izleme,İSG,Yasal gerekliliğe uygunsuzluk; Prosedürler/standartlar bilinmiyor,"Of -site sahası , DHP Ünitesi yanındaki vardiya servisleri bekleme alanı",Açık alanda sigara içilmesi,Olay tamamlandı,,,Geçersiz,0,7466,
1000576,2010 FLAIRE SAHASI,24.05.2016,10:00:00,Güvenlik izleme,İSG,Yüksekte çalışırken KKD; İTA standardının uygulanması ihlalleri,ASA CFS Havuzları,Emniyetsiz çalışma,Olay tamamlandı,,,Geçersiz,0,,
1000597,BAKIM MÜDÜRLÜĞÜ,25.05.2016,00:00:00,Güvenlik izleme,İSG,İTA standardının uygulanması ihlalleri; İzinsiz ekipman kullanımı.; Prosedürler/standartlar bilinmiyor,Eşanjör yıkama sahası,emniyetsiz durum ve talimatlara uymama,Olay tamamlandı,,,Geçersiz,0,,
1000600,BAKIM MÜDÜRLÜĞÜ,25.05.2016,08:50:00,Güvenlik izleme,İSG,İTA standardının uygulanması ihlalleri; Prosedürler/standartlar bilinmiyor; İzinsiz ekipman kullanımı.,Eşanjör yıkama sahası,emniyetsiz durum ve talimatlara uymama,Olay tamamlandı,,,Geçersiz,0,,
1000602,2500 E/C/Y SOĞUTMA KULELERİ,25.05.2016,09:50:00,Güvenlik izleme,İSG,"Tertip, düzen",2500Y yeni trafo inşaatı yan tarafı,2500 yeni su tasfiye sahası kablo tava montaj işleri,Olay tamamlandı,,,Geçersiz,0,,
1000605,BAK.MÜD./METAL ATÖLYESİ,18.05.2016,16:20:00,Olay,ISG,ISG-Küçük müdahale,Mekabo Şantiye Binası,Mekabo Şantiye Alanı Küçük Müdahale,Olay tamamlandı,,,Geçersiz,0,,
1000629,5300 DENİZ TERMİNALİ,3.05.2016,15:00:00,Güvenlik izleme,Proses emniyeti,"Merdivenler(bina merdivenleri,...); Düşme tehlikesi(Açık kablo kanalları,.); Yangın/patlama tehlikesi",Yeni iskele board ve ulaşım yolları,TEHLİKELİ DURUM,Olay tamamlandı,,,Geçersiz,0,7553,
1000635,İZMİR RAFİNERİSİ,28.05.2016,13:35:00,Kazaya ramak kala,İSG,Trafik kuralı ihlali,A yolu ile 4 nolu yol köşesi,A yolu ile 4 nolu yol köşesi,Olay tamamlandı,,,Geçersiz,0,,
1000641,8400 HİDROJEN ÜRETİM ÜNİTESİ,21.05.2016,21:00:00,Olay,IG,İG-Tekrarlayan ekipman arızaları,8400 HMU ünitesi,84PV047C'nin bypass vanasının kaçırması.,Olay tamamlandı,,ZIM_LEVEL_03,Gecikmeli tamamlandı,-69,8710,Seviye 3
1000643,İZMİR RAFİNERİSİ,29.05.2016,17:30:00,Olay,"IG, PE",İG-Tekrarlayan ekipman arızaları; PE-Kaçak/döküntü,8200 HYC R-8202,82FT010 kaçağı,Olay tamamlandı,,,Gecikmeli tamamlandı,-34,8384,
1000646,3000 TANK SAHASI,25.05.2016,14:30:00,Güvenlik izleme,İSG,Çalışanın işle ilgili işbaşı eğitimi yok; Trafik kuralı ihlali,5 nolu yol 2300 köprü civarı.,Emniyetsiz Durum,Olay tamamlandı,,,Geçersiz,0,7552,
1000648,AMBARLAR,28.05.2016,11:30:00,Olay,ISG,ISG-TTD (Tıbbi tedavi durumu),,Eternit değişimi sırasında yaşanan Küçük Müdahele,Olay tamamlandı,,,Zamanında tamamlandı,30,7715,
1000651,900 YARDIMCI TESİSLER KUVVET SANTRALİ,27.05.2016,14:30:00,Olay,ISG,ISG-Kayıp zamansız kaza,901 ünitesi 39 eşanjörü önü,Retüp sırasında ayağa hidrolik aparat düşmesi,Olay tamamlandı,,,Zamanında tamamlandı,30,7813,
1000655,8400 HİDROJEN ÜRETİM ÜNİTESİ,31.05.2016,00:00:00,Olay,IG,İG-Tekrarlayan ekipman arızaları,,D-8405 sıvı sürüklenmesi,Olay tamamlandı,,ZIM_LEVEL_03,Gecikmeli tamamlandı,-70,8716,Seviye 3
1000667,4900 FCC UTİLİTE (CO ÜNİTESİ),20.05.2016,13:45:00,Olay,IG,İG-Üretim kayıplı ünite duruşları,4900 CO Boiler Steam Drum ı seviye transmitteri,CO Boiler transmiter bakım sonrası duruş,Olay tamamlandı,,,Zamanında tamamlandı,2,8497,
1000668,4900 FCC UTİLİTE (CO ÜNİTESİ),31.05.2016,14:15:00,Olay,IG,İG-Üretim kayıplı ünite duruşları,"CO Kazanı alev gözü 1A ve 1B 
49UX9354
49IX9353
49UX9364
49IX9363 transmitterleri",CO Boiler alev gözü bakımı sonrası duruş,Olay tamamlandı,,,Zamanında tamamlandı,2,8498,
1000669,200R BENZİN KÜK. GİDER/KATALTİK REFORMER,2.06.2016,11:30:00,Kazaya ramak kala,İSG,"Düşme tehlikesi(Açık kablo kanalları,.)",akaryakıt üniteleri iş izin ofisi arkası,kırık kablo kanal kapağı,Olay tamamlandı,,,Geçersiz,0,,
1000672,İZMİR RAFİNERİSİ,31.05.2016,11:00:00,Olay,ISG,ISG-Küçük müdahale,U-200 ÜNİTESİ CT-251 TÜRBİNLİ KOMPRESÖR,U-200,Olay tamamlandı,,,Geçersiz,0,,
1000673,8000 HYDROCRACKER VE BAĞLI ÜNİTELERİ,2.06.2016,14:00:00,Güvenlik izleme,İSG,Ekipman durumu uygun değil.,8000 kabinet odası,8000 kabinet odası sıcaklığının yüksek olamsı,Olay tamamlandı,,,Geçersiz,0,,
1000681,BAK.MÜD./BAKIM MÜDÜRLÜĞÜ,3.06.2016,09:40:00,Güvenlik izleme,İSG,Elektrik ile emniyetsiz çalışma.,Sosyal Tesisler Helikopter Pisti,EMNİYETSİZ DURUM,Olay tamamlandı,,,Geçersiz,0,7689,
1000683,İZMİR RAFİNERİSİ,3.06.2016,00:00:00,Kazaya ramak kala,Proses emniyeti,Çalışan ekipmana müdahale etme.,Ü-200 D-204,GÜSA İSKELE EMNİYETSİZ ÇALIŞMA,Olay tamamlandı,,,Geçersiz,0,7673,
1000684,İNSAN KAYNAKLARI MÜDÜRLÜĞÜ,1.06.2016,00:00:00,Güvenlik izleme,İSG,"Düşme tehlikesi(Açık kablo kanalları,.); Tehlikeli depolanmış malz. ve ekipmanlar",İdari bina sığınak kapısı,idari bina sığınak acil kapısı,Olay tamamlandı,,,Geçersiz,0,,
1000685,İZMİR RAFİNERİSİ,3.06.2016,11:20:00,Olay,IG,İG-Yüksek maliyetli bakımlar,Ü-200,Ü-200 GÜSA İSKELE EMNİYETSİZ ÇALIŞMA,Geçersiz,,,Geçersiz,0,,
1000702,BAKIM MÜDÜRLÜĞÜ,6.06.2016,09:20:00,Kazaya ramak kala,İSG,Kaldırma araçlarının uygunsuz kullanımı; Doğru ekipman kullanmama/uyg.sz kullanma; Çalışma alanında hareketli araçlar.,H-202 ID FAN,Ü-200,Olay tamamlandı,,,Geçersiz,0,7701,
1000703,EMNİYET ÇEVRE KALİTE MÜDÜRLÜĞÜ,6.06.2016,00:00:00,Güvenlik izleme,İSG,"Koridorlar, çıkışlar; Düşme tehlikesi(Açık kablo kanalları,.)",,TÇM Korkuluk,Olay tamamlandı,,,Geçersiz,0,,
1000704,8200 HYDROCRACKER REAKTÖR ÜNİTESİ,6.06.2016,08:45:00,Güvenlik izleme,İSG,Trafik kuralı ihlali,U-8200,Araç giriş izni,Olay tamamlandı,,,Geçersiz,0,7528,
1000707,1100 VAKUM DESTİLASYON ÜNİTESİ,6.06.2016,00:00:00,Güvenlik izleme,Proses emniyeti,"Tertip, düzen; Koridorlar, çıkışlar",U-1100/1200 saha,Seyyar Elektrik Panoları,Olay tamamlandı,,,Geçersiz,0,7524,
1000708,BAK.MÜD./METAL ATÖLYESİ,6.06.2016,09:25:00,Olay,ISG,ISG-Kayıp zamansız kaza,MERKEZ ATÖLYE VANA ATÖLYESİ,TURGUT TAŞKIN DİZİNE VANA ANAHTARI ÇARPMASI,Olay tamamlandı,,,Zamanında tamamlandı,30,7510,
1000718,3000 TANK SAHASI,19.05.2016,11:00:00,Olay,"IG, PE",İG-Tekrarlayan ekipman arızaları; PE-Kaçak/döküntü,TK-3253 soğuk işlem yağı tankı dayk içi tank taban kenarı,TK-3253 ürün sızıntısı,Olay tamamlandı,,ZIM_LEVEL_03,Geçersiz,0,,Seviye 3
1000726,İZMİR RAFİNERİSİ,7.06.2016,00:00:00,Güvenlik izleme,Proses emniyeti,"Tertip, düzen",U-1100/1200 saha,Seyyar Elektrik Panoları,Olay tamamlandı,,,Geçersiz,0,7665,
1000727,MAKİNA YAĞI ÜRÜNÜ KAMYONA YÜKLEME İST.,6.06.2016,17:00:00,Olay,PE,PE-Kaçak/döküntü,,Tanker yolu ürün döküntüsü,Olay tamamlandı,,,Geçersiz,0,,
1000729,7500 LPG AMİN KÜKÜRT GİDERME ÜNİTESİ,7.06.2016,00:00:00,Olay,ISG,ISG-Kayıp zamansız kaza,U-7500,küçük müdehale,Olay tamamlandı,,,Zamanında tamamlandı,24,7687,
1000731,BAK.MÜD./BAKIM MÜDÜRLÜĞÜ,8.06.2016,09:10:00,Güvenlik izleme,İSG,Elektrik ile emniyetsiz çalışma.; İzinsiz ekipman kullanımı.; Prosedürler/standartlar bilinmiyor,Linde azot gazın  arkasındaki boru yolu,Emniyetsiz durum ve talimatlara uymama,Olay tamamlandı,,,Geçersiz,0,7666,
1000732,SOSYAL TESİS VE LOJMANLAR,8.06.2016,00:00:00,Güvenlik izleme,İSG,"Yaralnma riskni artıran tehl.çıkıntılar; Düşme tehlikesi(Açık kablo kanalları,.)","Sosyal tesisler marina yakınında bulunan , EÜAŞ tesisine giden yol ve tesisin kendisi",KONTOL DIŞI KALMIŞ ALAN,Olay tamamlandı,,,Geçersiz,0,,
1000737,İNSAN KAYNAKLARI MÜDÜRLÜĞÜ,26.05.2016,11:00:00,Olay,ISG,ISG-Kayıp zamansız kaza,Kafeterya 4 nolu Soğuk Hava odası önü,Hülya Özdere'nin Kafeteryada yaşadığı Küçük Müdahale,Olay tamamlandı,,,Geçersiz,0,,
1000738,İNSAN KAYNAKLARI MÜDÜRLÜĞÜ,4.06.2016,18:00:00,Olay,ISG,ISG-Kayıp zamansız kaza,Kafeterya mutfak girişi (bulaşıkhane tarafı),Yemekhane Çalışanı'nın Yaşadığı Küçük Müdahale,Olay tamamlandı,,,Geçersiz,0,,
1000746,400 DİZEL KÜKÜRT GİDERME ÜNİTESİ,6.06.2016,14:00:00,Olay,IG,İG-Tekrarlayan ekipman arızaları,U-400 MEA SİSTEMİ,U-400 MEA SİSTEMİ,Olay tamamlandı,,,Zamanında tamamlandı,3,8570,
1000748,7000  OF SAYT VE BATTERY LİMİT,8.06.2016,14:00:00,Kazaya ramak kala,İSG,Alet/ekipmanın uygunsuz kullanımı,7000 Unt Fleyr Dramı ile 3200 Unt köşe arasındaki FGRS hatları,Su jeti horumlarının wip-check takılmadan kullanılması,Olay tamamlandı,,,Geçersiz,0,7529,
1000758,İŞLETME GÜVENİRLİĞİ MÜDÜRLÜĞÜ,7.06.2016,15:00:00,Olay,ISG,ISG-Kayıp zamansız kaza,"IGM, çay ocağı,  kamelyası",IGM personeli  Ali Semerci'nin gözüne kaçan toz parça,Olay tamamlandı,,,Geçersiz,0,,
1000768,7000  OF SAYT VE BATTERY LİMİT,9.06.2016,10:10:00,Olay,ISG,ISG-Kayıp zamansız kaza,BORT BİNASI ARKA TARAF BORT GİRİŞ MERDİVENİ,ZAMAN KAYIPSIZ İŞ KAZASI,Olay tamamlandı,,,Zamanında tamamlandı,30,7722,
1000770,5325 ROMÖRKÖRLER,10.06.2016,08:30:00,Güvenlik izleme,İSG,"Merdivenler(bina merdivenleri,...); Uyarıcı işaretler eksik/yok; Elektrik ile emniyetsiz çalışma.; Mek./elekt.izolasyon standartları ihlali; İzinsiz ekipman kullanımı.",Romörkör iskelesi giriş sağ tarafı,SUKOT DUBA,Olay tamamlandı,,,Geçersiz,0,7530,
1000771,BAKIM MÜDÜRLÜĞÜ,10.06.2016,00:00:00,Güvenlik izleme,İSG,Prosedürler/standartlar bilinmiyor; İzinsiz ekipman kullanımı.; Uyarıcı işaretler eksik/yok,FCC CO KAZANI,Emniyetsiz durum ve talimatlara uymama,Olay tamamlandı,,,Geçersiz,0,7719,
1000783,8200 HYDROCRACKER REAKTÖR ÜNİTESİ,11.06.2016,01:40:00,Olay,ISG,ISG-Küçük müdahale,8200,Platform Izgara Demiri ile Yüksekten Düşme Şeklinde Yaşanan Küçük Müdahale,Olay tamamlandı,,,Zamanında tamamlandı,28,7615,
1000801,300 KEROSİN-DİZEL KÜKÜRT GİDERME ÜNİTESİ,12.06.2016,20:00:00,Kazaya ramak kala,İSG,Göz ve yüz; Uygun Eldiven / El Koruyucu.; Kulak koruyucu.; Baret/İş ayakkabısı ve iş kıyafeti; Uygun Solunum Koruyucu.,Ü-300-400 BATERİ LİMİT,KABLO KANAL KAPAKĞI,Olay tamamlandı,,,Geçersiz,0,7554,
1000803,PH 2300 POMPA TRANSFER SATIŞ SAHASI,13.06.2016,10:00:00,Kazaya ramak kala,İSG,Göz ve yüz; Yüksekte çalışırken KKD,TK-3063,Emniyetsiz çalışma,Olay tamamlandı,,,Geçersiz,0,7680,
1000805,2700 OF SITE,13.06.2016,00:00:00,Kazaya ramak kala,İSG,"Ergonomik uygunsuzluk (kaldırma/indirme); Ekipman durumu uygun değil.; Kaldırma araçlarının uygunsuz kullanımı; Çalışanın mesleki yeterlilik eğitimi yk; Merdivenler(bina merdivenleri,...); Doğru ekipman kullanmama/uyg.sz kullanma",Petkim kapı tarafı DEMA şantiyesi,DEMA Firması,Olay tamamlandı,,,Geçersiz,0,7563,
1000812,5340 ESKİ HAM PETROL İSKELESİ,2.05.2016,19:30:00,Olay,IG,İG-Tekrarlayan ekipman arızaları,deniz dolum ünitesi 202 nolu iskele,ERC kaplin kopması,Olay tamamlandı,,,Gecikmeli tamamlandı,-218,9407,
1000813,1400 MEK.TOL.İLE YAĞI WAKSTAN ARINDIRMA,9.06.2016,00:00:00,Olay,"PE, IG",PE-Kaçak/döküntü; İG-Tekrarlayan ekipman arızaları,,E-1404/M KAÇAĞI,Olay tamamlandı,,ZIM_LEVEL_03,Zamanında tamamlandı,3,7851,Seviye 3
1000814,1600 ANA ÜRÜN TANKLARI VE BAĞLANTILARI,12.06.2016,00:00:00,Olay,"IG, PE",İG-Tekrarlayan ekipman arızaları; PE-Kaçak/döküntü,7 numaralı cendere karşısı,MP Kondanse Hat Delinmesi,Olay tamamlandı,,ZIM_LEVEL_03,Gecikmeli tamamlandı,-40,8173,Seviye 3
1000818,AMBARLAR,13.06.2016,17:00:00,Güvenlik izleme,Proses emniyeti,"Kimyasallar(Tanımsız,etiketsiz,MKK sız)",Depo 2 kantar önü ve yol güzergahı,kükürt döküntüsü,Olay tamamlandı,,,Geçersiz,0,,
1000819,AMBARLAR,13.06.2016,10:00:00,Güvenlik izleme,İSG,"Kimyasallar(Tanımsız,etiketsiz,MKK sız)",Ambar2 geneli,Kükürt Depolama Sahası,Olay tamamlandı,,,Geçersiz,0,,
1000822,ESKİ AKARYAKIT ÜNİTELERİ,14.06.2016,11:00:00,Kazaya ramak kala,İSG,Prosedürler/standartlar bilinmiyor,akaryakıt bord,200-300 BORD SANDALYESİ,Olay tamamlandı,,,Geçersiz,0,7569,
1000824,SOSYAL TESİS VE LOJMANLAR,4.06.2016,14:00:00,Olay,ISG,ISG-Küçük müdahale,Sosyal Tesisler Havuz Kenarı,Göze Temizlik Malzemesi Sıçraması,Olay tamamlandı,,,Geçersiz,0,7519,
1000825,EMNİYET ÇEVRE KALİTE MÜDÜRLÜĞÜ,13.06.2016,13:00:00,Güvenlik izleme,İSG,"Merdivenler(bina merdivenleri,...); Düşme tehlikesi(Açık kablo kanalları,.); Yüksekte emniyetsiz çalışma.",TÇM binası önü,Yeni yapılan ham su tankları korkuluk eksikliği,Olay tamamlandı,,,Geçersiz,0,7514,
1000831,SOSYAL TESİS VE LOJMANLAR,14.06.2016,14:40:00,Olay,ISG,ISG-Kayıp zamansız kaza,sosyal tesis marina,Marinada mangalı yakarken el de yanık oluşması şeklinde küçük müdahale,Olay tamamlandı,,,Zamanında tamamlandı,25,7626,
1000832,3000 TANK SAHASI,15.06.2016,09:30:00,Kazaya ramak kala,İSG,"Yangın/patlama tehlikesi; Tertip, düzen; Elektrik ile emniyetsiz çalışma.",Pet.Hrk. ünt. TK-3007/B,Elektrik çarpılmasına ramak kala,Olay tamamlandı,,,Geçersiz,0,7678,
1000835,BAK.MÜD./MEKANİK ATÖLYE,15.06.2016,00:00:00,Güvenlik izleme,İSG,Ekipman güv. cihazlarını safdışı bırakma,FCC İş İzin Ofisi,EMNİYETSİZ DURUM,Olay tamamlandı,,,Geçersiz,0,7691,
1000836,BAK.MÜD./ELEKTRİK ATÖLYESİ,15.06.2016,00:00:00,Güvenlik izleme,İSG,Yanlış KKD kullanma.; Uygun Eldiven / El Koruyucu.; Elektrik ile emniyetsiz çalışma.; Prosedürler/standartlar bilinmiyor,FCC Ünitesi,Emniyetsiz durum ve talimatlara uymama,Olay tamamlandı,,,Geçersiz,0,7649,
1000837,2010 FLAIRE SAHASI,15.06.2016,12:00:00,Güvenlik izleme,İSG,"Tertip, düzen; Uyarıcı işaretler eksik/yok; Düşme tehlikesi(Açık kablo kanalları,.)",ASA  CFS  Sahası,Kazı alanı,Olay tamamlandı,,,Geçersiz,0,7648,
1000844,EMNİYET ÇEVRE KALİTE MÜDÜRLÜĞÜ,16.06.2016,00:00:00,Güvenlik izleme,İSG,İzinsiz ekipman kullanımı.; Doğru ekipman kullanmama/uyg.sz kullanma; Ekipman güv. cihazlarını safdışı bırakma,,Vana burcunun kırılması,Olay tamamlandı,,,Geçersiz,0,7526,
1000852,7000 HAM PETROL ÜNİTESİ,16.06.2016,09:30:00,Güvenlik izleme,İSG,Yüksekte çalışırken KKD; Yüksekte emniyetsiz çalışma.,7000 ünitesi müteahhit konteynırları tarafı aydınlatma-kamera direği,Tehlikeli hareket,Olay tamamlandı,,,Geçersiz,0,7644,
1000855,2500 E/C/Y SOĞUTMA KULELERİ,8.06.2016,09:15:00,Kazaya ramak kala,İSG,Doğru ekipman kullanmama/uyg.sz kullanma,UF sistem sahası İnşaat-Montaj çalışmaları,Malzemenin altında kalma,Olay tamamlandı,,,Geçersiz,0,7667,
1000856,BAK.MÜD./ELEKTRİK ATÖLYESİ,15.06.2016,12:20:00,Kazaya ramak kala,İSG,Trafik kuralı ihlali; Prosedürler/standartlar bilinmiyor,,Yemekhane A yolu cep park yeri giriş çıkışıe,Olay tamamlandı,,,Gecikmeli tamamlandı,-100,,
1000864,SS-2065 DAĞITIM İSTASYONU,16.06.2016,15:00:00,Güvenlik izleme,İSG,Prosedürler/standartlar bilinmiyor,iç kapı servis bekleme yeri ve kara dolum 2054 trafo binası çevresi,sahada bulunan sigara izmaritleri,Olay tamamlandı,,,Geçersiz,0,7555,
